Student_ID,Gender,Age,Attendance_Percentage,Study_Hours,Previous_Grades,Parent_Education,Internet_Access,Family_Income,Extra_Activities,School_Type,Final_Exam_Score,Pass_Fail_Status
STU1841,Male,16,86.84050853362342,2.13661964478094,73.37496740521013,High School,Yes,Low,No,Public,100,Pass
STU1557,Male,17,95.94521447114784,9.250173993816194,61.28469638244405,High School,Yes,High,Yes,Public,100,Pass
STU1419,Female,16,92.04459946019256,5.799856017083178,95.61048895435032,Bachelor's,No,Medium,No,Public,100,Pass
STU1060,Male,17,94.83645088800068,1.5389815321384823,73.28982861997703,High School,Yes,Medium,No,Public,84,Pass
STU1884,Male,17,95.94778452546558,2.014450499922407,75.5668112699702,Master's,No,Medium,Yes,Private,90,Pass
STU1926,Male,15,95.288991239451,6.130383442544753,81.12129636977629,Master's,Yes,Low,Yes,Public,100,Pass
STU1372,Male,15,96.69395966778734,2.7088190735112216,68.74313927802604,High School,Yes,High,Yes,Public,95,Pass
STU1137,Female,18,97.15768156927685,6.307473548521802,69.31436338738844,High School,No,Medium,No,Public,98,Pass
STU1507,Female,16,86.15552544143722,1.538066782292744,46.03436398381166,Master's,Yes,Low,No,Public,80,Pass
STU1624,Female,18,92.59447263572282,3.567080613930294,69.90763055697414,Associate's,Yes,Low,Yes,Public,85,Pass
STU1852,Female,17,97.65440600631786,4.039627649593868,70.58881856810243,Associate's,Yes,Low,Yes,Public,94,Pass
STU1050,Male,15,95.7924737454564,2.07004686435496,82.44539003689569,Associate's,Yes,Medium,Yes,Public,99,Pass
STU1041,Male,16,88.41274552029093,3.4030488326747927,73.66731371644819,Associate's,Yes,Medium,No,Public,98,Pass
STU1478,Female,17,90.3376975660746,3.888549237666301,59.73436507351653,Associate's,Yes,Medium,Yes,Private,95,Pass
STU1909,Male,16,95.74652141104492,5.9311740878192944,100.0,High School,No,Medium,Yes,Public,100,Pass
STU1006,Male,17,91.70962674225134,3.642298571113534,68.51022464750895,High School,Yes,Low,No,Public,89,Pass
STU1111,Male,17,83.8675836824103,7.575780334915757,62.73948375529956,High School,Yes,High,No,Public,100,Pass
STU1705,Male,16,90.75698130585184,8.312931338810412,71.92741777633098,High School,No,Medium,No,Public,100,Pass
STU1733,Female,16,94.7078144773235,4.766212406724521,62.26135747828483,High School,Yes,High,Yes,Public,100,Pass
STU1317,Male,16,88.58587970139064,2.999999784805585,60.63085145927188,Bachelor's,Yes,Low,No,Public,85,Pass
STU1758,Female,16,95.61415772677395,3.1633067316180097,73.23746200929668,High School,Yes,Medium,No,Public,93,Pass
STU1937,Male,16,89.1352122785065,2.256811800888321,70.92403294152439,High School,Yes,Medium,No,Public,87,Pass
STU1645,Male,15,86.64388915720325,10.0,80.03325616071872,High School,Yes,Medium,No,Public,100,Pass
STU1553,Female,17,94.39320314670186,3.6240950856785625,79.0682900391086,Master's,Yes,Medium,No,Public,99,Pass
STU1974,Male,16,84.85912006564917,1.6045000005119576,75.54231674050104,Bachelor's,No,Low,Yes,Public,73,Pass
STU1394,Female,16,93.95162984780622,2.596613839459689,56.6608484489091,Bachelor's,Yes,Medium,Yes,Private,95,Pass
STU1076,Female,16,92.20931586171886,3.5103310996602315,67.33780773172253,High School,No,Low,No,Private,82,Pass
STU1600,Male,18,97.41553645042436,4.949450408639333,71.49019052948616,High School,Yes,Medium,Yes,Private,100,Pass
STU1576,Female,15,96.1353250052296,3.185089427683031,85.84963483833629,High School,Yes,Low,No,Private,97,Pass
STU1839,Female,18,91.41368477543956,1.0,67.59173029478103,Associate's,Yes,Medium,No,Public,85,Pass
STU1338,Female,17,90.1029268404474,5.40366758515463,70.39121700436348,Associate's,Yes,Low,No,Public,99,Pass
STU1524,Female,15,88.33308699503336,7.209125527327842,73.04689725384732,Bachelor's,Yes,Low,Yes,Public,100,Pass
STU1864,Male,16,95.58036402457968,3.4197367036172266,73.04794444705979,Bachelor's,No,Low,Yes,Public,92,Pass
